Distance(mi),Crossing,Junction,Traffic_Calming,Visibility(mi),Sunrise_Sunset,Month,Day_of_Week,Hour,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Precipitation(in),Weather_Condition_Cloudy,Weather_Condition_Fair,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunder,Weather_Condition_Wintry Mix,cluster_location_0,cluster_location_1,cluster_location_2,cluster_location_3,cluster_location_4,cluster_location_5,cluster_location_6,cluster_location_7,cluster_location_8,cluster_location_9
0.426,0,0,0,2.302585092994046,1,10,5,16,2,64.0,64.0,52.0,30.19,5.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.569,0,0,0,2.302585092994046,0,3,3,5,2,30.0,30.0,88.0,30.16,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.272,0,0,0,2.302585092994046,0,12,3,16,2,44.0,44.0,82.0,30.06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.654,0,0,0,2.302585092994046,0,12,6,0,2,43.0,39.0,76.0,30.37,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14,0,0,0,2.302585092994046,0,10,4,6,2,54.0,54.0,80.0,29.8,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.04,0,0,0,2.302585092994046,0,3,0,3,2,42.0,42.0,82.0,30.07,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.998,0,0,0,2.302585092994046,1,12,4,14,2,47.0,47.0,63.0,29.96,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.271,1,1,0,2.302585092994046,0,12,4,18,2,44.0,44.0,71.0,30.09,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.022,0,0,0,2.302585092994046,1,9,0,13,2,66.0,66.0,60.0,30.31,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.591,0,0,0,2.302585092994046,1,7,1,11,2,68.0,68.0,59.0,30.15,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.952000000000001,0,0,0,2.302585092994046,1,12,2,13,2,40.0,32.0,79.0,29.65,15.0,0.01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.999,0,0,0,2.1972245773362196,1,10,1,17,2,55.0,55.0,80.0,29.88,10.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.09,1,0,0,2.302585092994046,1,4,2,7,2,50.0,50.0,61.0,30.09,3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.122,0,0,0,2.302585092994046,1,6,4,8,2,58.0,58.0,60.0,30.1,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.1630000000000003,0,0,0,2.302585092994046,1,4,1,7,2,38.0,38.0,83.0,30.15,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.16,0,0,0,2.302585092994046,1,3,4,9,2,50.0,50.0,59.0,30.02,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.6630000000000003,1,0,0,2.302585092994046,1,10,4,11,2,56.0,56.0,75.0,30.21,7.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.04,0,0,0,2.302585092994046,1,10,1,15,2,58.0,58.0,78.0,29.96,7.0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.595,0,0,0,2.302585092994046,1,9,0,13,2,66.0,66.0,52.0,30.16,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.415,0,1,0,2.302585092994046,0,12,3,23,2,38.0,34.0,83.0,29.78,5.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.405,0,0,0,2.302585092994046,1,12,1,14,2,44.0,41.0,68.0,30.03,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.149,0,0,0,2.302585092994046,1,10,5,13,2,65.0,65.0,54.0,29.97,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.622,0,0,0,2.302585092994046,1,9,4,15,2,77.0,77.0,30.0,29.75,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.74,1,0,0,2.302585092994046,0,11,4,18,2,52.0,52.0,63.0,29.93,5.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6990000000000001,0,0,0,2.302585092994046,1,9,4,16,2,88.0,88.0,21.0,29.82,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.376,0,0,0,2.302585092994046,1,10,5,7,2,50.0,50.0,96.0,29.48,8.0,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.477,0,0,0,2.302585092994046,1,3,4,8,2,45.0,45.0,76.0,30.25,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.227,1,0,0,2.302585092994046,1,12,4,12,2,45.0,45.0,74.0,30.18,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.7609999999999999,0,0,0,1.791759469228055,1,10,5,10,2,53.0,53.0,86.0,29.7,15.0,0.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6970000000000001,0,0,0,2.302585092994046,1,6,3,12,2,63.0,63.0,43.0,30.17,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.207,0,0,0,2.302585092994046,0,11,0,17,2,49.0,44.0,69.0,30.07,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.399,0,0,0,2.302585092994046,1,6,2,6,2,56.0,56.0,87.0,29.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.133,0,0,0,2.1972245773362196,1,12,5,16,2,52.0,52.0,74.0,29.85,12.0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4539999999999999,0,0,0,2.302585092994046,1,12,3,16,2,47.0,45.0,77.0,30.06,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0659999999999998,0,1,0,2.302585092994046,1,7,4,18,2,83.0,83.0,32.0,30.09,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.362,0,0,0,2.302585092994046,0,7,6,1,2,68.0,68.0,63.0,30.02,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.253,0,0,0,2.302585092994046,1,12,4,14,2,47.0,42.0,77.0,30.11,12.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.304,0,0,0,2.302585092994046,1,5,6,8,2,55.0,55.0,74.0,29.78,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.737,0,0,0,2.302585092994046,1,6,4,11,2,68.0,68.0,42.0,29.88,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.4930000000000003,0,0,0,2.302585092994046,1,8,3,7,2,63.0,63.0,67.0,30.09,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.021,1,0,0,2.302585092994046,1,4,4,14,2,59.0,59.0,51.0,29.72,7.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.173,0,0,0,2.302585092994046,1,8,2,11,2,66.0,66.0,60.0,29.93,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.935,0,0,0,2.302585092994046,1,10,5,10,2,55.0,55.0,69.0,30.26,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.135,0,0,0,2.302585092994046,1,10,4,17,2,57.0,57.0,55.0,30.1,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.352,0,0,0,2.302585092994046,1,10,6,15,2,59.0,59.0,51.0,30.18,17.0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.465,1,0,0,2.302585092994046,1,10,0,14,2,66.0,66.0,65.0,29.82,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4920000000000001,0,0,0,2.302585092994046,1,9,1,14,2,84.0,84.0,29.0,29.87,5.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.642,0,1,0,2.302585092994046,1,6,5,14,2,100.0,100.0,34.0,29.86,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.56,0,1,0,2.302585092994046,1,11,5,15,2,51.0,51.0,61.0,30.49,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.627,0,0,0,2.302585092994046,1,7,0,11,2,76.0,76.0,40.0,30.09,9.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.693,0,0,0,2.302585092994046,1,11,3,15,2,56.0,56.0,47.0,30.21,9.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.19,0,0,0,2.302585092994046,0,10,2,21,2,51.0,51.0,83.0,30.14,5.0,0.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.537,0,1,0,2.302585092994046,1,6,4,6,2,59.0,59.0,72.0,30.09,12.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.008,1,0,0,2.302585092994046,1,8,0,15,2,88.0,88.0,42.0,29.97,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.547,0,1,0,2.302585092994046,1,5,2,5,2,42.0,42.0,85.0,30.11,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.246,0,1,0,1.6094379124341003,0,9,0,4,2,60.0,60.0,86.0,29.79,0.0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.926,0,1,0,2.302585092994046,1,7,4,9,2,61.0,61.0,75.0,29.91,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8370000000000001,0,1,0,2.302585092994046,0,10,0,6,2,43.0,40.0,86.0,30.23,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.192,0,0,0,2.302585092994046,1,9,2,11,2,65.0,65.0,52.0,29.96,9.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.041,0,0,0,2.302585092994046,1,7,4,18,2,85.0,85.0,38.0,29.91,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.137,0,0,0,2.302585092994046,0,10,1,22,2,48.0,45.0,80.0,30.02,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.301,0,0,0,2.302585092994046,1,9,5,12,2,60.0,60.0,86.0,29.76,8.0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.309,0,0,0,2.302585092994046,1,10,2,16,2,54.0,54.0,72.0,30.13,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0,0,0,2.302585092994046,1,11,1,14,2,51.0,51.0,89.0,30.16,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.233,0,0,0,2.302585092994046,0,7,4,23,2,68.0,68.0,70.0,29.94,8.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.795,0,1,0,2.302585092994046,0,10,3,6,2,51.0,51.0,83.0,30.18,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.899,0,0,0,2.302585092994046,1,8,0,16,2,74.0,74.0,35.0,29.96,8.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.052,0,0,0,2.302585092994046,1,12,0,14,2,29.0,29.0,72.0,29.83,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.703,0,0,0,2.302585092994046,1,10,3,14,2,66.0,66.0,52.0,29.65,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.707,0,1,0,2.302585092994046,1,10,3,14,2,66.0,66.0,52.0,29.65,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.268,0,0,0,2.302585092994046,0,8,3,21,2,93.0,93.0,41.0,29.85,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.97,0,1,0,2.302585092994046,0,10,1,20,2,55.0,55.0,83.0,29.9,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.598,0,0,0,2.302585092994046,1,9,2,18,2,65.0,65.0,33.0,30.04,18.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.032,1,0,0,2.302585092994046,1,9,6,8,2,61.0,61.0,67.0,29.93,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.143,0,0,0,2.302585092994046,1,6,2,13,2,71.0,71.0,66.0,29.7,6.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.486,0,0,0,2.302585092994046,1,5,6,8,2,55.0,55.0,74.0,29.78,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1169999999999999,0,0,0,2.302585092994046,0,12,6,20,2,39.0,39.0,100.0,29.7,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.166,0,0,0,2.302585092994046,0,12,3,18,2,43.0,38.0,76.0,29.54,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.176,0,0,0,2.302585092994046,1,9,6,18,2,74.0,74.0,38.0,29.73,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.701,0,1,0,2.302585092994046,1,6,1,20,2,78.0,78.0,56.0,29.74,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.133,0,0,0,2.302585092994046,0,4,2,20,2,66.0,66.0,40.0,29.89,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.157,1,0,0,2.302585092994046,1,6,3,16,2,81.0,81.0,38.0,29.89,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.077,0,0,0,1.9459101490553132,1,10,1,17,2,56.0,56.0,87.0,29.96,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.021,1,0,0,2.302585092994046,0,3,3,1,2,43.0,43.0,74.0,29.77,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.008,1,0,0,2.302585092994046,0,12,1,4,2,35.0,35.0,82.0,30.11,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.283,0,0,0,2.302585092994046,1,8,3,12,2,68.0,68.0,56.0,30.08,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.999,0,0,0,2.302585092994046,1,9,4,17,2,69.0,69.0,63.0,30.04,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.254,0,0,0,2.302585092994046,1,8,2,9,2,71.0,71.0,63.0,29.97,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.105,0,0,0,2.302585092994046,1,6,3,10,2,70.0,70.0,53.0,30.15,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.091,0,0,0,2.302585092994046,1,9,0,9,2,58.0,58.0,87.0,29.82,12.0,0.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.047,0,0,0,2.302585092994046,0,10,0,7,4,57.0,57.0,51.0,29.4,16.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.42,0,0,0,2.302585092994046,1,9,2,15,2,71.0,71.0,31.0,30.03,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.694,0,0,0,2.302585092994046,0,12,3,21,2,39.0,36.0,79.0,29.77,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.631,1,0,0,2.302585092994046,0,11,0,17,2,49.0,44.0,69.0,30.07,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.513,0,1,0,2.302585092994046,0,3,3,2,2,45.0,43.0,80.0,29.86,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.124,0,0,0,2.302585092994046,1,6,5,12,2,93.0,93.0,39.0,29.9,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.6860000000000004,0,0,0,1.6094379124341003,0,12,0,6,2,40.0,35.0,100.0,30.13,7.0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.182,0,0,0,2.1972245773362196,1,12,5,7,2,48.0,40.0,77.0,29.65,24.0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1,0,0,0,2.302585092994046,0,10,3,4,2,55.0,55.0,69.0,29.82,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.503,0,0,0,2.302585092994046,1,9,4,16,2,88.0,88.0,21.0,29.82,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.459,0,1,0,2.302585092994046,1,11,1,12,2,51.0,51.0,68.0,30.15,10.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.081,0,0,0,2.302585092994046,1,4,4,11,2,50.0,50.0,44.0,30.21,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.371,0,0,0,2.302585092994046,1,8,2,11,2,67.0,67.0,59.0,29.92,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.071,0,0,0,1.0986122886681098,1,10,5,9,2,52.0,52.0,86.0,29.7,9.0,0.18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.197,0,0,0,2.302585092994046,1,8,0,9,2,69.0,69.0,65.0,29.94,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.4930000000000003,0,0,0,2.302585092994046,1,9,2,15,2,69.0,69.0,57.0,30.21,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.527,0,0,0,2.302585092994046,1,8,2,12,2,67.0,67.0,59.0,29.92,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7709999999999999,0,0,0,2.302585092994046,1,12,3,16,2,44.0,41.0,76.0,30.0,6.0,0.03,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.362,0,0,0,2.302585092994046,1,4,2,9,2,46.0,44.0,71.0,30.15,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.422,0,0,0,1.9459101490553132,1,11,2,11,2,43.0,43.0,89.0,30.43,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.092,0,0,0,2.302585092994046,1,6,3,12,2,72.0,72.0,53.0,30.03,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0659999999999998,0,0,0,2.302585092994046,1,12,6,14,2,47.0,45.0,66.0,30.45,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.38,0,1,0,2.302585092994046,1,3,5,15,2,51.0,51.0,71.0,30.22,9.0,0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.024,0,0,0,2.302585092994046,1,5,6,10,2,57.0,57.0,62.0,30.26,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.958,0,0,0,2.0794415416798357,1,10,3,14,2,54.0,54.0,86.0,30.24,0.0,0.04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.3630000000000002,0,0,0,2.302585092994046,1,3,4,8,2,45.0,45.0,76.0,30.25,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.109,0,0,0,2.302585092994046,1,6,3,13,2,79.0,79.0,45.0,30.0,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.716,0,0,0,2.302585092994046,0,12,4,18,2,36.0,36.0,97.0,29.9,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.099,1,0,0,2.302585092994046,1,10,3,8,2,58.0,58.0,60.0,29.8,13.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.728,0,0,0,2.302585092994046,0,12,3,18,2,41.0,37.0,79.0,30.02,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.654,0,0,0,2.302585092994046,0,12,2,17,2,44.0,44.0,76.0,30.02,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.446,0,0,0,2.302585092994046,1,11,4,7,2,51.0,51.0,86.0,29.94,3.0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.026,0,0,0,2.302585092994046,1,11,3,12,2,51.0,51.0,89.0,30.16,12.0,0.01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.242,0,0,0,2.302585092994046,0,10,0,6,2,51.0,51.0,74.0,29.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.076,0,0,0,2.302585092994046,0,9,5,5,2,52.0,52.0,74.0,29.95,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.362,0,0,0,2.302585092994046,1,7,4,10,2,70.0,70.0,57.0,30.08,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.873,0,0,0,1.6094379124341003,0,10,4,4,2,50.0,50.0,100.0,29.99,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.152,0,1,0,2.302585092994046,1,5,0,5,2,53.0,53.0,83.0,30.09,6.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.63,0,0,0,2.302585092994046,1,8,2,17,2,95.0,95.0,29.0,29.83,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1009999999999999,0,0,0,1.3862943611198906,1,10,3,18,2,59.0,59.0,83.0,29.75,0.0,0.05,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.477,0,0,0,2.302585092994046,1,5,6,19,2,62.0,62.0,52.0,30.08,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.036,0,0,0,2.302585092994046,1,9,3,16,2,74.0,74.0,53.0,30.15,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.333,0,1,0,2.302585092994046,1,7,0,15,2,83.0,83.0,39.0,30.0,10.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.589,0,0,0,2.302585092994046,0,11,2,6,2,35.0,30.0,92.0,30.3,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.171,1,0,0,2.302585092994046,0,11,0,17,2,49.0,44.0,69.0,30.07,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.138,0,0,1,2.302585092994046,0,11,0,18,2,48.0,43.0,68.0,30.11,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.405,0,1,0,2.302585092994046,1,10,4,16,2,57.0,57.0,55.0,30.1,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.55,0,0,0,2.302585092994046,1,6,2,18,2,79.0,79.0,29.0,30.13,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.062,0,0,0,2.302585092994046,1,10,2,9,2,55.0,55.0,74.0,29.84,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.204,0,0,0,2.302585092994046,1,3,1,9,2,37.0,37.0,79.0,30.19,3.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.084,0,0,0,2.302585092994046,1,11,5,10,2,50.0,50.0,74.0,29.96,9.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.88,0,0,0,2.302585092994046,0,10,1,19,2,52.0,52.0,69.0,30.03,3.0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.845,0,0,0,2.302585092994046,1,7,4,18,2,85.0,85.0,38.0,29.91,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.204,0,0,0,2.302585092994046,0,12,0,5,2,31.0,21.0,82.0,29.71,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.291,0,0,0,2.2263111714036334,1,6,4,10,2,64.0,64.0,45.0,30.08,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.264,1,0,0,2.302585092994046,1,10,2,16,2,62.0,62.0,58.0,29.78,8.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.89,0,0,0,2.302585092994046,1,11,5,12,2,50.0,50.0,71.0,29.78,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.253,0,0,0,2.302585092994046,1,10,2,14,2,58.0,58.0,70.0,30.28,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.648,0,1,0,2.302585092994046,0,12,2,17,2,30.0,22.0,64.0,29.96,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3289999999999999,0,1,0,2.302585092994046,1,11,6,15,2,48.0,44.0,80.0,30.1,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.228,0,0,0,2.302585092994046,1,10,0,14,2,56.0,56.0,53.0,30.23,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.662,0,0,0,2.302585092994046,1,8,5,10,2,70.0,70.0,65.0,29.77,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.716,0,0,0,2.302585092994046,1,6,5,14,2,100.0,100.0,34.0,29.86,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.735,0,0,0,2.302585092994046,1,6,2,6,2,48.0,48.0,96.0,30.1,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.271,0,0,0,2.302585092994046,0,12,1,5,2,37.0,32.0,82.0,29.77,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.134,0,0,0,2.302585092994046,1,6,4,8,2,56.0,56.0,64.0,30.09,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.293,0,1,0,2.302585092994046,1,8,2,11,2,74.0,74.0,57.0,29.96,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.409,0,1,0,2.302585092994046,1,6,3,17,2,88.0,88.0,35.0,29.94,7.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
